source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
1361227044802240768,258.78990049109535,0.055738585992470426,43.814063895284065,0.06608081419307824,5.403237852498698,0.06874568370073887,-22.25230785105164,-0.06199604221010976,16.886122,2.6755333,,,"NOT_AVAILABLE",3387.0,0.04
1361217252276803072,258.6475738751617,0.011200572730933264,43.664295345645264,0.013894448662448752,6.114698640759475,0.013878246335301287,-6.438476513652123,-16.043572315556013,13.020755,1.4481754,17.17173472348091,1.3519281420752192,"NOT_AVAILABLE",4658.85,0.215
1361250130251506688,259.1254027462118,0.17625233221118655,43.96361921681776,0.21186141833089855,7.320997861327672,0.20781672792616626,-18.89854927541276,35.46943306411337,19.016613,3.2958431,,,"NOT_AVAILABLE",,
1361252436648971136,259.29674660782865,0.017226418705481895,44.060517871698046,0.02287621910413512,5.678702157146325,0.02034444960283334,-36.92980053799352,-8.08707126462932,12.017466,1.0492058,-34.21647688449695,0.7640290149996962,"NOT_AVAILABLE",5076.3076,
1361227624621975936,258.68071891910495,0.16320116554995354,43.807082933533955,0.20761291270870225,5.823492276109233,0.20753742096601524,10.044970656861384,-44.158230766019926,18.907215,3.2688713,,,"NOT_AVAILABLE",,
1361257036557343616,259.3609469262077,0.05066716862907427,44.033080268116414,0.06962250646534253,7.2319735650819315,0.06221983489913845,6.835034608464321,-40.23446473252966,16.561045,2.828949,,,"NOT_AVAILABLE",4132.9937,
1361243434397674880,258.9406916232995,0.04309975824476409,44.059390651622735,0.04425217803807046,6.3169849477516715,0.04833703233939731,29.176798159903022,-0.4092105598858165,15.929215,2.3312893,,,"NOT_AVAILABLE",3829.4675,0.3017
1361254562656781824,259.0790201414068,0.016827433031842868,44.054369484648824,0.020466617960912037,6.253681099163623,0.01967578277712285,-5.8309339137109015,18.370341126405435,12.36831,1.28337,-26.89010440510722,7.144632154914685,"NOT_AVAILABLE",5036.383,0.31
1361252436648971776,259.29256024872814,0.01738429992889943,44.06060356017748,0.02173569582883126,5.664755238756053,0.02056575701850406,-37.10707266795483,-8.46091634280732,12.667848,1.2529144,-35.13472804960585,1.6255396569294491,"NOT_AVAILABLE",4889.3574,0.032
1354157253755685632,258.5701047756642,0.049611353882029356,42.321441980488125,0.05913640719846996,5.295513196203877,0.061419721442067365,-58.7809286316166,-36.400983384806196,15.636427,2.5326576,,,"NOT_AVAILABLE",3304.0,
1354450647265192704,258.22874691361864,0.020428212628834173,43.155947942259,0.02252062362733591,5.245696997598236,0.024174940308783758,9.657378812996283,10.335965256494287,12.021453,0.9443579,,,"NOT_AVAILABLE",5403.3335,0.0225
1354455423269730688,258.28473951716666,0.24907695616089282,43.228648864377895,0.24566744576002505,7.6989915499918915,0.27081903579790517,-51.75297435177569,43.06460987654569,19.32299,0.70149803,,,"NOT_AVAILABLE",,
1354432097302486912,258.2398646635642,0.02638607833396054,42.90735872629994,0.030781506180861097,5.266857070432802,0.03278346961277592,17.405437508269046,-20.203079989757626,15.324606,2.1494522,,,"NOT_AVAILABLE",3598.0,0.328
